sys_time,dx,dy,dz,stim_state,global_trial_id
4290.0,0.007780,0.0,0.0,1,3
4300.0,0.005233,0.0,0.0,1,3
4310.0,0.007351,0.0,0.0,1,3
4320.0,0.007294,0.0,0.0,1,3
4330.0,0.007491,0.0,0.0,1,3
4340.0,0.006495,0.0,0.0,1,3
4350.0,0.007374,0.0,0.0,1,3
4360.0,0.007725,0.0,0.0,1,3
4370.0,0.005369,0.0,0.0,1,3
4380.0,0.007131,0.0,0.0,1,3
4390.0,0.007564,0.0,0.0,1,3
4400.0,0.006140,0.0,0.0,1,3
4410.0,0.008912,0.0,0.0,1,3
4420.0,0.006125,0.0,0.0,1,3
4430.0,0.005286,0.0,0.0,1,3
4440.0,0.007389,0.0,0.0,1,3
4450.0,0.006356,0.0,0.0,1,3
4460.0,0.007545,0.0,0.0,1,3
4470.0,0.008039,0.0,0.0,1,3
4480.0,0.006301,0.0,0.0,1,3
4490.0,0.007589,0.0,0.0,1,3
4500.0,0.006121,0.0,0.0,1,3
4510.0,0.007688,0.0,0.0,1,3
4520.0,0.005797,0.0,0.0,1,3
4530.0,0.008469,0.0,0.0,1,3
4540.0,0.005779,0.0,0.0,1,3
4550.0,0.007172,0.0,0.0,1,3
4560.0,0.007341,0.0,0.0,1,3
4570.0,0.006189,0.0,0.0,1,3
4580.0,0.006793,0.0,0.0,1,3
4590.0,0.007932,0.0,0.0,1,3
4600.0,0.007952,0.0,0.0,1,3
4610.0,0.005079,0.0,0.0,1,3
4620.0,0.007169,0.0,0.0,1,3
4630.0,0.008050,0.0,0.0,1,3
4640.0,0.005444,0.0,0.0,1,3
4650.0,0.008291,0.0,0.0,1,3
4660.0,0.005111,0.0,0.0,1,3
4670.0,0.006531,0.0,0.0,1,3
4680.0,0.008053,0.0,0.0,1,3
4690.0,0.006586,0.0,0.0,1,3
4700.0,0.008885,0.0,0.0,1,3
4710.0,0.006447,0.0,0.0,1,3
4720.0,0.006904,0.0,0.0,1,3
4730.0,0.006874,0.0,0.0,1,3
4740.0,0.006068,0.0,0.0,1,3
4750.0,0.006604,0.0,0.0,1,3
4760.0,0.006916,0.0,0.0,1,3
4770.0,0.008330,0.0,0.0,1,3
4780.0,0.007571,0.0,0.0,1,3
4790.0,0.005200,0.0,0.0,1,3
4800.0,0.007208,0.0,0.0,1,3
4810.0,0.007320,0.0,0.0,1,3
4820.0,0.007382,0.0,0.0,1,3
4830.0,0.007250,0.0,0.0,1,3
4840.0,0.006787,0.0,0.0,1,3
4850.0,0.005897,0.0,0.0,1,3
4860.0,0.007128,0.0,0.0,1,3
4870.0,0.007822,0.0,0.0,1,3
